Date,Open,High,Low,Close,Adj Close,Volume
2021-12-07,22.385000,22.730000,22.379999,22.665001,22.665001,67917
2021-12-08,22.620001,22.719999,22.400000,22.424999,22.424999,105647
2021-12-09,22.400000,22.440001,22.315001,22.440001,22.440001,63777
2021-12-10,22.415001,22.545000,22.295000,22.325001,22.325001,34264
2021-12-13,22.450001,22.525000,22.129999,22.129999,22.129999,48929
2021-12-14,22.299999,22.365000,22.084999,22.219999,22.219999,47177
2021-12-15,22.315001,22.334999,22.145000,22.190001,22.190001,110712
2021-12-16,22.415001,22.629999,22.360001,22.580000,22.580000,39432
2021-12-17,22.555000,22.555000,22.040001,22.299999,22.299999,67633
2021-12-20,21.860001,21.934999,21.605000,21.629999,21.629999,64674
2021-12-21,21.905001,22.160000,21.875000,22.160000,22.160000,45970
2021-12-22,22.200001,22.264999,22.120001,22.264999,22.264999,38637
2021-12-23,22.340000,22.565001,22.309999,22.540001,22.540001,84459
2021-12-27,22.510000,22.625000,22.424999,22.584999,22.584999,23050
2021-12-28,22.655001,22.834999,22.650000,22.775000,22.775000,19820
2021-12-29,22.775000,22.809999,22.629999,22.655001,22.655001,10383
2021-12-30,22.709999,22.730000,22.660000,22.690001,22.690001,8943
2022-01-03,22.719999,22.895000,22.684999,22.815001,22.815001,34654
2022-01-04,22.985001,23.370001,22.959999,23.370001,23.370001,107223
2022-01-05,23.379999,23.469999,23.344999,23.375000,23.375000,101290
2022-01-06,23.155001,23.344999,23.120001,23.254999,23.254999,65800
2022-01-07,23.469999,23.514999,23.405001,23.495001,23.495001,61404
2022-01-10,23.700001,23.725000,23.365000,23.424999,23.424999,123745
2022-01-11,23.559999,23.660000,23.485001,23.549999,23.549999,185995
2022-01-12,23.725000,23.820000,23.660000,23.705000,23.705000,170222
2022-01-13,23.674999,23.860001,23.629999,23.860001,23.860001,194538
2022-01-14,23.709999,23.840000,23.389999,23.490000,23.490000,190697
2022-01-17,23.620001,23.735001,23.584999,23.725000,23.725000,79674
2022-01-18,23.660000,23.660000,23.344999,23.344999,23.344999,86230
2022-01-19,23.260000,23.540001,23.120001,23.215000,23.215000,197745
2022-01-20,23.094999,23.309999,23.004999,23.309999,23.309999,95841
2022-01-21,22.955000,22.980000,22.565001,22.790001,22.790001,131103
2022-01-24,22.665001,22.690001,21.820000,21.965000,21.965000,81797
2022-01-25,22.334999,22.495001,22.080000,22.355000,22.355000,117081
2022-01-26,22.660000,23.014999,22.660000,22.915001,22.915001,110731
2022-01-27,22.650000,23.270000,22.629999,23.094999,23.094999,98121
2022-01-28,22.870001,22.870001,22.500000,22.674999,22.674999,114428
2022-01-31,22.959999,22.959999,22.705000,22.885000,22.885000,106235
2022-02-01,22.955000,23.195000,22.915001,23.170000,23.170000,76203
2022-02-02,23.270000,23.320000,23.195000,23.209999,23.209999,78935
2022-02-03,23.295000,23.395000,23.120001,23.160000,23.160000,77998
2022-02-04,23.139999,23.139999,22.670000,22.959999,22.959999,129016
2022-02-07,23.225000,23.285000,23.055000,23.240000,23.240000,43493
2022-02-08,23.389999,23.570000,23.379999,23.490000,23.490000,79084
2022-02-09,23.695000,23.850000,23.580000,23.785000,23.785000,279882
2022-02-10,23.764999,23.844999,23.680000,23.740000,23.740000,96476
